REF,Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,Continent_company,Sub-region_company,Continent_origin,Sub-region_origin,Manufacturer,Company
903.0,U.S.A.,2012.0,Bolivia,"Bolivia, Wild Thing",68.0,"2- B,S","fatty, nutty, melon like",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Lillie Belle,Lillie Belle
947.0,U.S.A.,2012.0,Bolivia,Wild Thing,68.0,"2- B,S","fatty, grassy, cocoa",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Lillie Belle,Lillie Belle
947.0,U.S.A.,2012.0,Dominican Republic,"The Other One, Grand Cru",74.0,"2- B,S","fatty, roasty, cocoa",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Lillie Belle,Lillie Belle
947.0,U.S.A.,2012.0,Blend,"Purple Haze, Venezuela, Dom. Rep.",75.0,"2- B,S","grits, roasted, nutty",2.75,Americas,Northern America,Blend,Blend,Lillie Belle,Lillie Belle
157.0,Switzerland,2007.0,Blend,Excellence (US Version),85.0,"4- B,S,C,V","harsh burnt, mild cocoa, tang",3.0,Europe,Western Europe,Blend,Blend,Lindt & Sprungli,Lindt & Sprungli
1049.0,Puerto Rico,2013.0,Puerto Rico,Puerto Rico,65.0,"5- B,S,C,V,L","black pepper, vanilla, harsh",2.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Loiza,Loiza
1097.0,U.S.A.,2013.0,U.S.A.,"Hawai'i Island, Hawaiian Crown, Kona Vanilla",70.0,"4- B,S,C,V","sandy, floral, vanilla, candy",3.5,Americas,Northern America,Americas,Northern America,Lonohana,Lonohana
1093.0,U.S.A.,2013.0,U.S.A.,"O'ahu Island, Opaeula Estate, Nene, CG Exclusive",71.0,"4- B,S,C,V","aluminum, mild coffee, roasty",3.0,Americas,Northern America,Americas,Northern America,Lonohana,Lonohana
1097.0,U.S.A.,2013.0,U.S.A.,"O'ahu Island, Opaeula Estate, Ele'ele",72.0,"4- B,S,C,V","strong, brandy, smoke",3.0,Americas,Northern America,Americas,Northern America,Lonohana,Lonohana
1383.0,U.S.A.,2014.0,U.S.A.,"O'ahu Island, Haleiwa, Lonohana E., Kanahiku",70.0,"2- B,S","spicy, candied, complex",3.75,Americas,Northern America,Americas,Northern America,Lonohana,Lonohana
1395.0,U.S.A.,2014.0,U.S.A.,"O'ahu Island, Haleiwa E, 2014",75.0,"4- B,S,C,V","dairy, pudding",3.75,Americas,Northern America,Americas,Northern America,Lonohana,Lonohana
1395.0,U.S.A.,2014.0,U.S.A.,"O'ahu Island, Haleiwa E, 2014",65.0,"4- B,S,C,V","sweet, candy-like, nutty",3.25,Americas,Northern America,Americas,Northern America,Lonohana,Lonohana
1502.0,U.S.A.,2015.0,Nicaragua,Nicaragua,75.0,"2- B,S","multiple off flavors, metallic",2.0,Americas,Northern America,Americas,Latin America and the Caribbean,Love Bar,Love Bar
2198.0,Taiwan,2018.0,Nicaragua,Chuno,78.0,"2- B,S",intense mocha flavor,3.5,Asia,Eastern Asia,Americas,Latin America and the Caribbean,Love Brown,Love Brown
2198.0,Taiwan,2018.0,Nicaragua,O'Payo,80.0,"2- B,S","nutty, mild dairy",3.25,Asia,Eastern Asia,Americas,Latin America and the Caribbean,Love Brown,Love Brown
2194.0,Taiwan,2018.0,Indonesia,Sumatra,70.0,"2- B,S","smokey, earthy, cocoa",3.0,Asia,Eastern Asia,Asia,South-eastern Asia,Love Brown,Love Brown
2194.0,Taiwan,2018.0,Nicaragua,Medalla,75.0,"2- B,S",potting soil,2.5,Asia,Eastern Asia,Americas,Latin America and the Caribbean,Love Brown,Love Brown
1976.0,Brazil,2017.0,Brazil,"Rio Purus, 2016 Harvest",81.0,"2- B,S","oily, burnt, earthy",3.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Luisa Abram,Luisa Abram
2238.0,Brazil,2018.0,Brazil,"Rio Acara, Wild Amazon",70.0,"2- B,S","rustic, basic cocoa, earthy",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Luisa Abram,Luisa Abram
552.0,Colombia,2010.0,Colombia,Santander,65.0,"5- B,S,C,V,L","marshmallow, rich brownie",3.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Luker,Luker
552.0,Colombia,2010.0,Blend,"Macondo, Colombia, Ecuador",60.0,"5- B,S,C,V,L","sticky, marshmallow, cocoa",3.0,Americas,Latin America and the Caribbean,Blend,Blend,Luker,Luker
552.0,Colombia,2010.0,Blend,"Misterio, Colombia, Ecuador",58.0,"5- B,S,C,V,L","watered down coffee, cocoa",3.0,Americas,Latin America and the Caribbean,Blend,Blend,Luker,Luker
552.0,Colombia,2010.0,Blend,"Selva, Colombia, Ecuador",46.0,"5- B,S,C,V,L","very sweet, caramel, candy",2.75,Americas,Latin America and the Caribbean,Blend,Blend,Luker,Luker
552.0,Peru,2010.0,Peru,Peru,55.0,,"extremely sweet, vanilla",2.25,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Machu Picchu Trading Co.,Machu Picchu Trading Co.
721.0,Peru,2011.0,Peru,Peru,70.0,,"vanilla, strong chemical",1.5,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Machu Picchu Trading Co.,Machu Picchu Trading Co.
2430.0,U.S.A.,2019.0,Ghana,Ghana,75.0,"3- B,S,C","gritty, cocoa base, ashey",2.75,Americas,Northern America,Africa,Sub-Saharan Africa,MADE,MADE
2426.0,U.S.A.,2019.0,Uganda,Uganda,75.0,"3- B,S,C","gritty, roasty, rubbery",2.5,Americas,Northern America,Africa,Sub-Saharan Africa,MADE,MADE
284.0,Madagascar,2008.0,Madagascar,Madagascar,63.0,"5- B,S,C,V,L","intense, nutty, cocoa",4.0,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Cinagra,Madecasse
284.0,Madagascar,2008.0,Madagascar,Madagascar,70.0,"5- B,S,C,V,L","sandy, woody, peanut butter",3.75,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Cinagra,Madecasse
284.0,Madagascar,2008.0,Madagascar,Madagascar,67.0,"5- B,S,C,V,L","sandy, red berry, cocoa",3.5,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Cinagra,Madecasse
288.0,Madagascar,2008.0,Madagascar,Madagascar,75.0,"5- B,S,C,V,L","sticky, bitter, nutty",3.5,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Cinagra,Madecasse
607.0,U.S.A.,2010.0,Mexico,"Chiapas, Triple Cacao",72.0,"4- B,S,C,V","raisiny, chewy",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Madre,Madre
693.0,U.S.A.,2011.0,Costa Rica,Upala,70.0,"4- B,S,C,V","sticky, strong vanilla, pepper",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Madre,Madre
672.0,U.S.A.,2011.0,Dominican Republic,Dominican,70.0,"4- B,S,C,V","sandy, sweet, strong vanilla",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Madre,Madre
995.0,U.S.A.,2012.0,U.S.A.,Kaua'i Island,70.0,"4- B,S,C,V","vanilla, brownie, peanut",3.5,Americas,Northern America,Americas,Northern America,Madre,Madre
991.0,U.S.A.,2012.0,U.S.A.,"Hawai'i Island, Hamakua Coast, Kokoleka",70.0,"4- B,S,C,V","creamy, vanilla, rich fruit",3.25,Americas,Northern America,Americas,Northern America,Madre,Madre
995.0,U.S.A.,2012.0,U.S.A.,"Criollo, Hawaii",70.0,"4- B,S,C,V","creamy, burnt nuts, woody",3.25,Americas,Northern America,Americas,Northern America,Madre,Madre
1085.0,U.S.A.,2013.0,Brazil,Brazil,70.0,"4- B,S,C,V","strong vanilla, nut, coffee",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Madre,Madre
1085.0,U.S.A.,2013.0,Puerto Rico,Puerto Rico,70.0,"4- B,S,C,V","intense vanilla, swiss miss",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Madre,Madre
1089.0,U.S.A.,2013.0,U.S.A.,"Hawai'i Island, Choobua, Kona",70.0,"4- B,S,C,V","fatty, vanilla, candy-like",2.75,Americas,Northern America,Americas,Northern America,Madre,Madre
1089.0,U.S.A.,2013.0,Mexico,"Xocunusco, Chiapas, Pichucalco",70.0,"4- B,S,C,V","vanilla, earthy, caramel",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Madre,Madre
1940.0,U.S.A.,2017.0,Solomon Islands,Guadalcanal,73.0,"2- B,S","mild earthy, mild cocoa, nut",3.5,Americas,Northern America,Oceania,Melanesia,Madre,Madre
308.0,Italy,2008.0,Dominican Republic,Santo Domingo,70.0,"5- B,S,C,V,L","creamy, hay, nutty",3.75,Europe,Southern Europe,Americas,Latin America and the Caribbean,Maglio,Maglio
308.0,Italy,2008.0,Cuba,Cuba,70.0,"5- B,S,C,V,L","nutty, cooling sensation",3.25,Europe,Southern Europe,Americas,Latin America and the Caribbean,Maglio,Maglio
308.0,Italy,2008.0,Ecuador,Ecuador,70.0,"4- B,S,V,L","creamy, nutty, mass market",3.0,Europe,Southern Europe,Americas,Latin America and the Caribbean,Maglio,Maglio
300.0,Italy,2008.0,Tanzania,Africa,75.0,"4- B,S,C,V","chalky, astringent, vanilla",2.0,Europe,Southern Europe,Africa,Sub-Saharan Africa,Maglio,Maglio
531.0,Italy,2010.0,Ecuador,Ecuador,70.0,"4- B,S,C,L","strong vanilla, some spice",2.0,Europe,Southern Europe,Americas,Latin America and the Caribbean,Majani,Majani
184.0,Madagascar,2007.0,Madagascar,Mora Mora 2006,73.0,"4- B,S,C,L","creamy, sublte grape notes",3.5,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Chocolaterie Robert,Malagasy
184.0,Madagascar,2007.0,Madagascar,Sambirano 2006,75.0,"4- B,S,C,L","cardboard, tea-like",2.75,Africa,Sub-Saharan Africa,Africa,Sub-Saharan Africa,Chocolaterie Robert,Malagasy
1121.0,Philippines,2013.0,Philippines,"Davao, Mt. Talamo foothills",65.0,"5- B,S,C,V,L","sandy, sweet, cocoa",3.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Malagos,Malagos
2226.0,Thailand,2018.0,Thailand,Chantaburi,70.0,"3- B,S*,C","gummy, smokey, hammy",2.75,Asia,South-eastern Asia,Asia,South-eastern Asia,Malai,Malai
311.0,U.S.A.,2009.0,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",55.0,"5- B,S,C,V,L","sweet, vanilla, easter candy",2.75,Americas,Northern America,Americas,Northern America,Guittard,Malie Kai
502.0,U.S.A.,2010.0,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate w/ nibs",55.0,"5- B,S,C,V,L","creamy, crunchy, very sweet",3.5,Americas,Northern America,Americas,Northern America,Guittard,Malie Kai
1856.0,Sweden,2016.0,Venezuela,Chuao,70.0,"3- B,S,C","hammy, unrecognizable",3.0,Europe,Northern Europe,Americas,Latin America and the Caribbean,Malmo,Malmo
821.0,U.S.A.,2012.0,Dominican Republic,Conacado,74.0,"3- B,S,C","berry, nutty, sour",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Mana,Mana
1219.0,U.S.A.,2014.0,Venezuela,Venezuela,74.0,"3- B,S,C","nutty, green",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Mana,Mana
1219.0,U.S.A.,2014.0,Peru,Peru,74.0,"3- B,S,C","rubber, off medicinal",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Mana,Mana
1446.0,U.S.A.,2015.0,Ecuador,"Ecuador, batch 1212",74.0,"2- B,S","soil, wet, off notes",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Mana,Mana
1331.0,Colombia,2014.0,Colombia,Colombia,70.0,"4- B,S,C,L","muted, nutty",2.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Manifesto Cacao,Manifesto Cacao
1003.0,U.S.A.,2012.0,Liberia,"Liberia, batch 174",72.0,"3- B,S,C","molassses, intense, off, herb",3.25,Americas,Northern America,Africa,Sub-Saharan Africa,Manoa,Manoa
1007.0,U.S.A.,2012.0,U.S.A.,"O'ahu Island, Winward,Maunawili district, b. 151",72.0,"3- B,S,C","molasses, sweet, cocoa",3.25,Americas,Northern America,Americas,Northern America,Manoa,Manoa
1007.0,U.S.A.,2012.0,Peru,"Piura, batch 173",72.0,"3- B,S,C","banana, menthol, medicinal",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Manoa,Manoa
1007.0,U.S.A.,2012.0,U.S.A.,"Hawai'i Island, Hamakua, Hawaiian Crown, b. 176",72.0,"3- B,S,C","oily, tangy, fruit, earthy",2.75,Americas,Northern America,Americas,Northern America,Manoa,Manoa
1089.0,U.S.A.,2013.0,U.S.A.,"O'ahu Island, Waiahole, b. 182",72.0,"3- B,S,C","orange, cocoa",3.75,Americas,Northern America,Americas,Northern America,Manoa,Manoa
1522.0,U.S.A.,2015.0,Costa Rica,Coto Brus,72.0,"3- B,S,C","dried fruit, balanced, cocoa",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Manoa,Manoa
1522.0,U.S.A.,2015.0,Papua New Guinea,Markham Valley,72.0,"3- B,S,C","smoke, fruit",3.5,Americas,Northern America,Oceania,Melanesia,Manoa,Manoa
2032.0,U.S.A.,2017.0,Peru,Ucayali,70.0,"3- B,S,C","sweet, fatty, fig",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Manoa,Manoa
2442.0,U.S.A.,2019.0,U.S.A.,"Hawai'i Island, Hilo and Kona regions",70.0,"3- B,S,C","dried fruit,spicy,sticky,intense",3.5,Americas,Northern America,Americas,Northern America,Manoa,Manoa
871.0,Poland,2012.0,Ghana,Grand Cru Ghana,70.0,"2- B,S","cocoa, coconut",3.5,Europe,Eastern Europe,Africa,Sub-Saharan Africa,Manufaktura Czekolady,Manufaktura Czekolady
871.0,Poland,2012.0,Dominican Republic,Grand Cru Dominican Republic,70.0,"2- B,S","chewy, brownie like",3.25,Europe,Eastern Europe,Americas,Latin America and the Caribbean,Manufaktura Czekolady,Manufaktura Czekolady
875.0,Poland,2012.0,Ecuador,Grand Cru Ecuador,70.0,"2- B,S","grits, roaste brownie",3.25,Europe,Eastern Europe,Americas,Latin America and the Caribbean,Manufaktura Czekolady,Manufaktura Czekolady
1255.0,Poland,2014.0,Venezuela,Porcelana,70.0,"2- B,S","nutty, intense, roasty",3.75,Europe,Eastern Europe,Americas,Latin America and the Caribbean,Manufaktura Czekolady,Manufaktura Czekolady
1279.0,Poland,2014.0,Colombia,Kolumbia,85.0,"2- B,S","coarse, intense, nutty",3.5,Europe,Eastern Europe,Americas,Latin America and the Caribbean,Manufaktura Czekolady,Manufaktura Czekolady
1844.0,Poland,2016.0,Nicaragua,Johe,70.0,"3- B,S,C","basic, balanced, deep cocoa",3.75,Europe,Eastern Europe,Americas,Latin America and the Caribbean,Manufaktura Czekolady,Manufaktura Czekolady
1848.0,Poland,2016.0,Peru,Peru,70.0,"3- B,S,C","nutty, roasty,",3.5,Europe,Eastern Europe,Americas,Latin America and the Caribbean,Manufaktura Czekolady,Manufaktura Czekolady
1474.0,U.S.A.,2015.0,Dominican Republic,"ROIG, 2014",70.0,"3- B,S,C","fruity, tangy, cocoa",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Map Chocolate,Map Chocolate
1474.0,U.S.A.,2015.0,Peru,"Maranon, 2014",62.0,"3- B,S,C","delicate, caramel, peanut",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Map Chocolate,Map Chocolate
1478.0,U.S.A.,2015.0,Ecuador,Ecuador,70.0,"3- B,S,C","coarse, floral, rum",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Map Chocolate,Map Chocolate
1606.0,U.S.A.,2015.0,Nicaragua,"A case of the Xerces Blues, triple roast",70.0,"3- B,S,C","rich, bright fruit",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Map Chocolate,Map Chocolate
1606.0,U.S.A.,2015.0,Peru,"Tumbes, Dear Mr. Finley, 2014",68.0,"3- B,S,C","lemon, spicy, cocoa",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Map Chocolate,Map Chocolate
1634.0,U.S.A.,2015.0,Honduras,Le Chocolat Chaud,78.0,"3- B,S,C","grassy, woody, sweet",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Map Chocolate,Map Chocolate
1610.0,U.S.A.,2015.0,Tanzania,"Kakoa Kamili, Both Man & Bird & Beast",72.0,"3- B,S,C","sweet, fatty, roasty",3.0,Americas,Northern America,Africa,Sub-Saharan Africa,Map Chocolate,Map Chocolate
1606.0,U.S.A.,2015.0,Trinidad and Tobago,"San Juan Estate, Cherry Blossoms at Night",70.0,"3- B,S,C","heavy roast, few grits, rich",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Map Chocolate,Map Chocolate
1610.0,U.S.A.,2015.0,Colombia,Colombia,75.0,"3- B,S,C","roasty, coffee, rubber",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Map Chocolate,Map Chocolate
1896.0,U.S.A.,2016.0,Vietnam,"Ben Tre, Surprise Valley",75.0,"3- B,S,C","intense, sour, tart",3.25,Americas,Northern America,Asia,South-eastern Asia,Map Chocolate,Map Chocolate
1956.0,U.S.A.,2017.0,Vietnam,"Lam Dong, ""Red Poppy""",73.0,"2- B,S","earthy, tobacco, ashey",3.0,Americas,Northern America,Asia,South-eastern Asia,Map Chocolate,Map Chocolate
2040.0,U.S.A.,2018.0,Dominican Republic,Zorzal Reserve,72.0,"3- B,S,C","complex, creamy, cherry",3.5,Americas,Northern America,Americas,Latin America and the Caribbean,Map Chocolate,Map Chocolate
2262.0,U.S.A.,2018.0,Mexico,"Tabasco, ""Late for the Train"", batch 12184",72.0,"3- B,S,C","sweet, spicy, dirty",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Map Chocolate,Map Chocolate
2262.0,U.S.A.,2018.0,Blend,"""Peace of Wild Things""",72.0,"3- B,S,C","off notes, rubbery, hammy",3.0,Americas,Northern America,Blend,Blend,Map Chocolate,Map Chocolate
1872.0,Peru,2016.0,Peru,Piura,70.0,"4- B,S,C,L","pungent, tangy, grapes",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Marana,Marana
1884.0,Peru,2016.0,Peru,San Martin,70.0,"3- B,S,C","pungent, grapes, brownie",3.0,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Marana,Marana
1884.0,Peru,2016.0,Peru,Cusco,70.0,"3- B,S,C","smokey, dirty, sour",2.75,Americas,Latin America and the Caribbean,Americas,Latin America and the Caribbean,Marana,Marana
1808.0,Canada,2016.0,Blend,Cacao Nib Crunch,75.0,"2- B,S","earthy, coffee, roasty",3.25,Americas,Northern America,Blend,Blend,Marigold's Finest,Marigold's Finest
2158.0,U.S.A.,2018.0,Haiti,"Pisa, batch 58",75.0,"2- B,S","dried fruit, woody, dirty",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Markham & Fitz,Markham & Fitz
845.0,Vietnam,2012.0,Vietnam,Ba Ria,76.0,"3- B,S,C",citrus,3.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
845.0,Vietnam,2012.0,Vietnam,Dong Nai,72.0,"3- B,S,C","roasty, coffee",3.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
845.0,Vietnam,2012.0,Vietnam,"Tien Giang, Gao Co-op",70.0,"3- B,S,C","cocoa, spice, late sour",3.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
849.0,Vietnam,2012.0,Vietnam,Ben Tre,78.0,"3- B,S,C","sticky, pepper, cinamon, rich",3.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
955.0,Vietnam,2012.0,Vietnam,Lam Dong,74.0,"3- B,S,C","melon, roasty",3.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
895.0,Vietnam,2012.0,Vietnam,Tien Giang,80.0,"3- B,S,C","creamy, fatty, black pepper",3.0,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
1149.0,Vietnam,2013.0,Vietnam,"Tan Phu Dong, Treasure Island",75.0,"3- B,S,C","fatty, heavy roast, nutty",3.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
1650.0,Vietnam,2015.0,Vietnam,"Dak Lak, Batch 2451",70.0,"2- B,S",spicy and fragrant,3.75,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
1650.0,Vietnam,2015.0,Vietnam,Ben Tre,68.0,"2- B,S","roasty, rich, coffee, nut",3.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
1650.0,Vietnam,2015.0,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85.0,"2- B,S","long, mild honey, rich cocoa",3.25,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
2258.0,Vietnam,2018.0,Vietnam,"Dak Nong, Tam Farm",75.0,"3- B,S,C","fatty, roasty, nutty",3.5,Asia,South-eastern Asia,Asia,South-eastern Asia,Marou,Marou
544.0,U.S.A.,2010.0,Ghana,"Ghana, prototype",65.0,,"intense, dark berry, cocoa",3.5,Americas,Northern America,Africa,Sub-Saharan Africa,Mars,Mars
544.0,U.S.A.,2010.0,Nigeria,"Nigeria, prototype",65.0,,"cocoa, earth, wheat",3.25,Americas,Northern America,Africa,Sub-Saharan Africa,Mars,Mars
537.0,U.S.A.,2010.0,Costa Rica,"Matina 1-6, prototype",65.0,,"intense orange, floral",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Mars,Mars
544.0,U.S.A.,2010.0,Ivory Coast,"Ivory Coast, prototype",65.0,,"chewy, earthy, spicy",3.0,Americas,Northern America,Africa,Sub-Saharan Africa,Mars,Mars
1189.0,U.S.A.,2013.0,Dominican Republic,Dominican Republic,89.0,"4- B,S,C,V","fatty, rubber, medicinal",2.5,Americas,Northern America,Americas,Latin America and the Caribbean,Marsatta,Marsatta
1189.0,U.S.A.,2013.0,Dominican Republic,Dominican Republic,74.0,"4- B,S,C,V","waxy, rubber, medicinal",2.25,Americas,Northern America,Americas,Latin America and the Caribbean,Marsatta,Marsatta
1836.0,Austria,2016.0,Colombia,Tumaco,74.0,"3- B,S,C","sandy, mild floral, mild nutty",3.25,Europe,Western Europe,Americas,Latin America and the Caribbean,Martin Mayer,Martin Mayer
1836.0,Austria,2016.0,Haiti,Pisa,82.0,"3- B,S,C","sandy, earthy, sweet edge",3.0,Europe,Western Europe,Americas,Latin America and the Caribbean,Martin Mayer,Martin Mayer
1836.0,Austria,2016.0,Bolivia,Alto Beni,76.0,"3- B,S,C","sticky, pungent, off note",2.75,Europe,Western Europe,Americas,Latin America and the Caribbean,Martin Mayer,Martin Mayer
572.0,U.S.A.,2010.0,Dominican Republic,"Dominican Republic, Coop",70.0,"2- B,S","sticky, earthy, coffee",3.25,Americas,Northern America,Americas,Latin America and the Caribbean,Mast Brothers,Mast Brothers
572.0,U.S.A.,2010.0,Venezuela,Ocumare de la Costa,75.0,"2- B,S","dry, sticky, nutty, earthy",3.0,Americas,Northern America,Americas,Latin America and the Caribbean,Mast Brothers,Mast Brothers
572.0,U.S.A.,2010.0,Venezuela,Patanemo,81.0,"2- B,S","sticky, woody, musty",2.75,Americas,Northern America,Americas,Latin America and the Caribbean,Mast Brothers,Mast Brothers
777.0,U.S.A.,2011.0,Dominican Republic,"La Red de Guanconejo, N. Highlands coop",74.0,"2- B,S","gritty, raspberry, sour",3.75,Americas,Northern America,Americas,Latin America and the Caribbean,Mast Brothers,Mast Brothers
